f1_harmonic_mean,class,precision,recall,f1,accuracy
4.99999999617482e-10,1,0.7217003084318466,0.6401381589197093,0.6784768058869752,0.9884127616882324
4.99999999617482e-10,2,0.38665440279775243,0.31501495627733833,0.34717753658882355,0.9939542229970296
4.99999999617482e-10,3,0.492703991288646,0.5558131305390517,0.5223593246619961,0.9942656040191651
4.99999999617482e-10,4,0.7283262112009415,0.7192171466762792,0.7237430182922598,0.9972787888844808
4.99999999617482e-10,5,0.0,0.0,0.0,1.0
