epoch,loss
1,0.2093057933792501
2,0.2052930009853073
3,0.20133782669969624
4,0.19746911243620904
5,0.19394254183257997
6,0.19084911555884487
7,0.18819496686994383
8,0.18590569641157897
9,0.18391996326244106
10,0.18217593274664926
11,0.1806279355288608
12,0.1792491245873955
13,0.17800695910663292
14,0.176879269043007
15,0.1758522637598386
16,0.17490547630405798
17,0.17403110461283708
18,0.17320871414083772
19,0.1724370151604703
20,0.17171125397394044
21,0.1710258167199213
22,0.17037330054104508
23,0.16974855326547372
24,0.16914917798844772
25,0.1685755216512996
26,0.16802273636547804
27,0.1674867560470864
28,0.1669722606491093
29,0.16647482407255712
30,0.16599316310448797
31,0.16552525217185446
32,0.16507336182494378
33,0.16463510041904714
34,0.16421280820932072
35,0.1637970934830413
36,0.16339385487802466
37,0.1630008125988489
38,0.1626170985505705
39,0.16224301893898063
40,0.16187480795639067
41,0.16151218123710973
42,0.1611585627564434
43,0.1608111049398409
44,0.16046984300321032
45,0.16013367351856692
46,0.15980625375710014
47,0.15948099253312223
48,0.15916482426192252
49,0.15885265603698884
50,0.1585439911026239
