epoch,loss
1,0.15439809228476958
2,0.15233875086897763
3,0.15076891746050045
4,0.14944056427734403
5,0.14827308114927415
6,0.1471925660183555
7,0.14616661594160352
8,0.14517412786827683
9,0.144225838349086
10,0.14332658616004632
11,0.1424885072975152
12,0.14170875087428822
13,0.14097857031047853
14,0.1402899895169814
15,0.1396472123346211
16,0.1390375286143193
17,0.13846067524109393
18,0.13791574888991565
19,0.13739948624890438
20,0.13689982275005438
21,0.13642963636710453
22,0.13597979487794817
23,0.1355389318143688
24,0.13511748546629157
25,0.13470988758488706
26,0.13431891723808131
27,0.13393820543649282
28,0.13357444982016128
29,0.13322549702251454
30,0.13288784607514845
31,0.1325622590047072
32,0.1322441868986535
33,0.1319357243859625
34,0.1316333301298909
35,0.13134071122421523
36,0.13105928839247077
37,0.1307855232364479
38,0.13051737139600966
39,0.1302582401346754
40,0.12999847200297937
41,0.1297484840056993
42,0.12950684139481342
43,0.1292704860433133
44,0.12903629592034108
45,0.12881220379065764
46,0.12859105016490305
47,0.12837183734292903
48,0.12815845223081973
49,0.1279500360777608
50,0.12774132007018865
