epoch,loss
1,0.2370270211815964
2,0.23028292389940624
3,0.2238493926114058
4,0.2184706380860623
5,0.213975338413138
6,0.21009384450945193
7,0.20666498802591504
8,0.2036446119068603
9,0.20098294529917418
10,0.19863328612131428
11,0.19655622603775225
12,0.19472369981986878
13,0.1931076442669569
14,0.19167570247013033
15,0.19039628437052547
16,0.18924927423594431
17,0.18821580054128598
18,0.18727915659039535
19,0.18642707584525461
20,0.1856464728390057
21,0.18492459360633123
22,0.18425604245407956
23,0.1836289473180096
24,0.18304170849674722
25,0.18248858851500166
26,0.18196489207054156
27,0.1814667217605527
28,0.1809897605716546
29,0.18053245369699877
30,0.18009225039368354
31,0.17966797268871623
32,0.1792557505449536
33,0.17885193471177324
34,0.1784571366438666
35,0.17806798158789539
36,0.17768672356860898
37,0.1773120473810273
38,0.17694576655690253
39,0.17658624621565183
40,0.1762317647335218
41,0.1758824750906703
42,0.17553826538502904
43,0.1751995959664122
44,0.17486617679619132
45,0.1745368898961017
46,0.17421155168558877
47,0.17388849016042113
48,0.1735692852632197
49,0.17325255025238406
50,0.17293565469209737
