f1_harmonic_mean,class,precision,recall,f1,accuracy
1.2499999999414062e-10,1,0.5714285714285714,0.5,0.5333333333333333,0.36363636363636365
1.2499999999414062e-10,2,0.0,0.0,0.0,0.0
1.2499999999414062e-10,3,0.0,0.0,0.0,0.0
1.2499999999414062e-10,4,0.0,0.0,0.0,0.0
1.2499999999414062e-10,5,0.0,0.0,0.0,0.0
