epoch,loss
1,0.19577459156578275
2,0.1918160851801425
3,0.18794307991164447
4,0.1847116756779382
5,0.18197636812502446
6,0.17963404915760212
7,0.17758530410871887
8,0.17579888344350109
9,0.17422956789118407
10,0.17283919670086242
11,0.17159105447172676
12,0.17047286814355486
13,0.16945969477044034
14,0.1685377188427392
15,0.1676941759677171
16,0.16692005019561187
17,0.16620501200916463
18,0.16553931649803552
19,0.16491688652447603
20,0.16433230671870733
21,0.16378493387111212
22,0.16326663597040772
23,0.1627756336252426
24,0.16230863386345812
25,0.16186295089754396
26,0.16143731320926277
27,0.16102892075217473
28,0.1606348857828971
29,0.16025359842290704
30,0.15988278928111116
31,0.15952130537811696
32,0.15916801662266059
33,0.1588196412192661
34,0.15847690046872914
35,0.1581386497352078
36,0.15780350875928434
37,0.15747039486669093
38,0.15714166697443646
39,0.15681404096341917
40,0.15648800006722133
41,0.15616498115955124
42,0.15584220393311435
43,0.1555214292669117
44,0.15520481158835242
45,0.15488862777191262
46,0.15457486556744487
47,0.15426441482393832
48,0.1539564992642104
49,0.15365311215902056
50,0.1533494994853377
